true P = 50, A = 0.005
i time mag error
113 808.1203795644169 0.00449373317225565 0.002677796172891868
114 633.4037565104235 -0.005800165607034628 0.0012493253624065337
115 871.4605901877177 0.0007438117360338762 0.0028416837652347447
116 803.6720768991145 0.0015077759977834616 0.0027397927241242567
117 186.57005888603584 -0.005179345427093942 0.002037676114252144
118 892.5589984899777 -0.0037122773255137058 0.0021825508714898587
119 539.3422419156507 -0.003391257069938392 0.0017980054077402605
120 807.4401551640625 0.004880528741165975 0.0011095232776440628
121 896.0912999234932 -0.0025182797570619257 0.001670394483291802
122 318.00347497186385 0.0038321578940372185 0.002605706897196023
123 110.05192452767676 0.003762733638818145 0.0010092640460092057
124 227.93516254194168 -0.0018211974533365654 0.0016669983433822884
125 427.1077886262563 -0.0015975898699435978 0.0017963373871818867
126 818.0147659224931 0.004169364315073565 0.0020747912058758458
127 860.7305832563435 0.004049677017785689 0.002839711232825521
128 6.952130531190703 0.00435267116386761 0.0016926919887319226
129 510.74730257756573 0.0064119527243723775 0.0016939064037924554
130 417.411003148779 0.003968939165960489 0.0024750024962194965
131 222.10781047073024 0.002179185072871681 0.0019044358817796145
132 119.8653673336828 0.0036970829153696013 0.001449209645879964
133 337.615171403628 -0.005400696821442634 0.001904879032265387
134 942.9097039125191 -0.003664389005859889 0.0012817140407595997
135 323.2029320207552 0.0011321508141716554 0.0013527739730124467
136 518.790621743366 0.003615116253888249 0.0019967355454789592
137 703.0189588951779 0.0010786834522149135 0.0018378508990090957
138 363.629602379294 0.004974220182405206 0.0028296918021362
139 971.7820827209607 0.0024652214043700323 0.0017247877982332661
140 962.4472949421113 0.006451033944134474 0.002161176700556087
141 251.78229582536414 0.0020697813631746645 0.0022645285758390605
142 497.2485058923854 0.00045860961032786075 0.0010261889131766672
143 300.8783098167697 -0.00021660899465387562 0.002327074744033421
144 284.8404943774676 -0.0038510390104926073 0.001356071933739503
145 36.88694735453279 -0.004801828017322762 0.0029221406349389106
146 609.5643339798969 0.006853413695902996 0.0012973254555062258
147 502.67902322886147 0.0008433649661621515 0.0018292482474540476
148 51.47875124998935 8.406690552042789e-05 0.0011706993361572876
149 278.64646423661145 -0.0028111916173162352 0.0029937485036918947
150 908.2658859666537 0.002184886801854024 0.002004390020662485
151 239.56189066697243 -0.005358853639324522 0.0021907700346400875
152 144.89487209122308 -0.003751239572825257 0.001134152954776855
153 489.452760277563 -0.004699818156193729 0.0024999209407983555
154 985.6504541106007 -0.004523802307329172 0.0014198111861911716
155 242.05527151150042 -0.002326758854327131 0.0027961085788814274
156 672.1355474058786 0.0027115971967484036 0.0014102792809640144
157 761.6196153287176 0.00439252872103023 0.0013813754413273332
158 237.63754399239966 -0.005897667823426251 0.0010730993356961897
159 728.2163486118595 -0.001474397772870654 0.0019441338902199986
160 367.7831327192532 0.002617748208978244 0.002129682266525233
161 632.3058305935795 -0.0021407192959723574 0.0011314172788567047
162 633.5297107608947 -0.0032110560121003926 0.0025510552333900213
163 535.7746840747585 -0.005352119265580617 0.0019065776694960554
164 90.28977005440831 -0.006409015187426269 0.00204878053865516
165 835.302495589238 -0.0034566937426727014 0.0018815254938764564
166 320.78006497173584 0.002414389364245046 0.001801526121750652
167 186.51851039985422 -0.0037242014523222863 0.002119280662616436
168 40.77514155476392 -0.00617690418841983 0.001310480491861425
169 590.8929431882418 -0.005151740397392096 0.0013638562609905422
170 677.5643618422824 -0.001578250793842243 0.002723571242027035
171 16.58782892785615 0.004401662315500408 0.0028922309242672656
172 512.093058299281 0.004543398266048959 0.0017466186325595058
173 226.49577519793795 -0.00031144900611388576 0.0015414893462871075
174 645.1727904094498 -0.003918027919361019 0.0022879990864780315
175 174.36642900499143 0.00025528447889761074 0.0018174683421961929
176 690.9377381024659 -0.0044203576021294155 0.0010507727113206898
177 386.7353463005374 -0.004462496076627042 0.0013123051947323808
178 936.7299887367345 -0.0042649959412453045 0.0024319444576947954
179 137.52094414599324 -0.006124624774353711 0.002317847883820303
180 341.0663510502585 -0.006040341812717214 0.001054191985006967
181 113.47352124058906 0.006240308044553857 0.001443944323865899
182 924.6936182785628 0.0005247717690980906 0.0014621495931761428
183 877.339353380981 -0.0021972661755777483 0.002343785487197457
184 257.9416277151556 0.0057530260128099454 0.0010394210755087284
185 659.9840460341791 0.004867850021632677 0.0012082171639691476
186 817.2222002012159 0.005324492783931595 0.0025998321707463787
187 555.2008115994623 0.003107574843905005 0.0013570893241086673
188 529.6505783560065 -0.0006977845182353864 0.0023054922157037493
189 241.8522909004517 -0.0025152979060772654 0.001476365562093453
190 93.1027678058992 -0.004060051201412398 0.0011988827855186903
191 897.2157579533267 -0.0007423458753129346 0.0014863443819989083
192 900.4180571633304 0.0009079282042802879 0.002444533863711318
193 633.1014572732679 -0.002886821646683577 0.002711392936212572
194 339.0297910487007 -0.005872817852054036 0.0026604397291339833
195 349.2095746126609 0.00019022877986778935 0.0017943670592369097
196 725.9556788702394 0.00045939609476012633 0.0023361702731412924
197 897.110259952577 -0.0035347742318438016 0.001409968590831642
198 887.0864242651173 -0.006176507450904197 0.0015862954605220265
199 779.8755458576238 -0.004914539034033867 0.0027926716370422393
200 642.0316461542877 -0.004480358800305727 0.001026003847021472
201 84.13996499504883 -0.0038433354476771434 0.0011710170617089362
202 161.62871409461377 0.006472417367837406 0.0014157725102920547
203 898.5541885270792 -0.0008293457508891532 0.0010530644077476395
204 606.4290596595899 0.005242801851460755 0.0013628708701795946
205 9.197051616629647 0.0031953576970056626 0.0021660831219393844
206 101.47154286603211 -0.0007840452576441293 0.0018428491011849958
207 663.5017691080558 0.004904886369261881 0.00278534342215395
208 5.061583846218687 0.003354207715870736 0.002634887123476882
209 160.80805141749866 0.004854715881726757 0.001683634703395752
210 548.7337893665862 -0.002859672837065954 0.001518846866862585
211 691.8951976926933 -0.004345676324322854 0.001759384816334534
212 651.9612595026006 -8.461134988972836e-05 0.0021805898850296157
213 224.26930946055978 0.0011281340945673078 0.0015361272816457527
214 712.1792213475359 0.005362536508662294 0.0022482978156982683
215 237.24908749680006 -0.005937394546171619 0.0018188233043824808
216 325.3996981592677 -0.0007648990954682916 0.0021040943617039605
217 746.4914051180241 -0.0031929950959419923 0.0018722530582706335
218 649.6328990472147 -0.00029325362754166874 0.0015889315190838354
219 849.223410494178 0.00046797087714499147 0.0028969066139243136
220 657.6128923003433 0.00310064345963523 0.0025272115883195217
221 568.3086033354716 0.004230149846504328 0.0012802263515329052
222 93.67476782809247 -0.004099057802751758 0.0027369359517958256
223 367.71580305943354 0.003171034981037309 0.001974862396499027
224 265.20236768172543 0.004607426989062482 0.002789104453788183
225 243.9896433790836 -0.0044627185381361095 0.0025997105118946307
226 973.0105547524456 0.0006833756405849648 0.001850427008938467
227 393.0977246667604 -0.0050110153450285706 0.0010449386166402348
228 892.0465551771133 -0.0022411686123292272 0.0015373547187698922
229 631.1386259972629 -0.0034504435413340324 0.0020832684293217336
230 794.8113035416484 -0.0037337348336597895 0.0022669564396522943
231 502.6370931051921 0.0018407537901147999 0.0015157753708664044
232 576.9038846263591 -0.0012971944357728945 0.0012787121481456483
233 492.5176938188639 -0.004259509960819853 0.0026698604735985983
234 195.2429877980445 -0.0021998931289831125 0.002968804361407104
235 722.4521152615054 0.002331178848874283 0.0020513803646053717
236 280.7723624408558 -0.0038475870171327522 0.001343358571696607
237 24.315966431453838 -0.00014655635243052243 0.0015446146530387378
238 645.4722959071678 -0.002968866618532258 0.0010367813530949336
239 177.11067940704893 -0.003612605297543003 0.002828597613120998
240 940.4585843529143 -0.006173589905732222 0.0012355021657802824
241 953.9285770025874 0.003736220663881267 0.002153032951028507
242 914.8643902204485 0.006425888706608325 0.001548110441374412
243 370.1587002554444 0.0026086405844999586 0.0021083560050315867
244 15.456616528867428 0.005235404831693399 0.0023028407767037287
245 928.3185625877254 -0.0017139511907621082 0.0026594836074144033
246 428.18414831731434 0.0011311817732971249 0.0014128425435212064
247 966.6548190436696 0.005453419170496789 0.001021991657316961
248 963.6199770892529 0.004822644393566436 0.0012737712601376145
249 853.0094554673601 0.0008906048664664566 0.00280003728369621
250 294.44889206958567 -0.004818243136252452 0.0027477801551250305
251 385.09772860192527 -0.004570434967076483 0.002194826204340617
252 851.136671516857 -4.4585076443086433e-05 0.0022010337208673066
253 316.9220051562777 0.0028254412462000566 0.002330073349092511
254 169.4927466860925 0.002544057270628716 0.0013507425572468993
255 556.8012624583502 0.0026902296734825602 0.0028288238918499197
256 936.154774160781 -0.0032415869023613856 0.0018375410497841463
257 696.029796674973 -0.001510705725098138 0.0017662770564989948
258 570.061170089365 0.0028997730970021763 0.002037835410565675
259 97.17649377076853 -0.000257127474238479 0.00109393193355011
260 615.0072266991698 0.004831245784570814 0.0013325667375121589
261 990.0538501042632 -0.005606002389574168 0.0024760672328527408
262 140.08401523652404 -0.0032155812964950745 0.001165597335850253
263 518.3296523637367 0.0042561813530891624 0.0022063042189327765
264 877.3730719279555 -0.00250628984821219 0.001490698219362642
265 740.7686177542045 -0.0047744534638030625 0.0017785912280839531
266 697.015740995268 -0.002707041598588549 0.0015773874735413996
267 702.4840839871092 0.0001527712818312028 0.0017113454329298983
268 359.4911512197552 0.0055730103850214156 0.002438091810368491
269 293.5918442644934 -0.0016956811486809732 0.0015942434312463502
270 809.3611554785136 0.00321749422462136 0.002132809280593794
271 810.1133946791807 0.005339785134951315 0.0019521008043981993
272 867.0723185801037 0.0035464755758492367 0.0023273423307252966
273 913.2405525564712 0.004491239558452616 0.002873659478649516
274 511.3423988609378 0.004354796625341882 0.0024651441944205004
275 501.5162946871996 8.29707383512209e-05 0.0014298807571815136
276 798.2951789667752 -0.0010144740133262895 0.0010623662701225694
277 649.9639307777652 -0.0008536129995303749 0.0015245280885996502
278 701.9668772577033 0.0014937377514080844 0.00219015586140051
279 795.792669436101 -0.0025723322186901325 0.0011028516269685007
280 890.0053418175663 -0.00499319238384319 0.0019927324944024726
281 337.9951568515358 -0.005897887454047225 0.0021936856978337785
282 375.58295263994404 -0.0009427237614447609 0.0016684877816339218
283 93.981939840869 -0.0026756074773474207 0.002541824407491644
284 578.2801409961739 -0.0015021885516538183 0.0012131965062675437
285 35.942273796742086 -0.005882065930971643 0.0011502755634716175
286 465.59801813246014 0.004725191113829399 0.002456377512407207
287 542.6446347075766 -0.0032396167109280164 0.0019909826324123973
288 286.5412521282844 -0.006633160692934682 0.002376804792855472
289 590.8332605690108 -0.004024385691304774 0.0018696546772074924
290 30.50024993904943 -0.0038498647085465484 0.0014928040664782137
291 37.348188749214415 -0.004428491513495842 0.0026382046353483997
292 822.6005606596583 0.000721612374799657 0.0025988317579379583
293 360.1906414112629 0.002986047567517253 0.002389392941708854
294 127.06051265188478 -0.0029077822819917895 0.0015442902744599255
295 522.2432600548044 0.0017457584123491507 0.002180461333738174
296 769.9935530986108 0.003201924889668291 0.0017219477938800536
297 215.8210274968432 0.003666550082018236 0.0011831641466532683
298 622.8904758190002 0.001948576110294491 0.0028346271509244857
299 85.347464993768 -0.006479713090040161 0.0012736372618379229
