i time mag error
105 74.78766874466248 0.0024506160398619697 0.0022134300927657115
106 123.11487691068892 -0.0009397025137003099 0.0018482613426047722
107 226.6653415629146 0.003213047703207686 0.0024728884712494456
108 68.63944964748674 0.0028833685338396416 0.0028687340295380295
109 23.093972948637898 -0.0009673998780939086 0.002851137025813553
110 86.92543587413041 0.0016505013491437005 0.0019016787428082643
111 48.366386176201324 0.003552047109530234 0.0012264760916815105
112 278.90929570277194 0.00046349929673044406 0.0029696823979246693
113 242.43611386932508 0.005363732035435345 0.002677796172891868
114 190.02112695312704 -0.0025645508826966043 0.0012493253624065337
115 261.43817705631534 -0.007720917675702683 0.0028416837652347447
116 241.10162306973433 -0.003006200523000758 0.0027397927241242567
117 55.97101766581075 -0.0008815189791849105 0.002037676114252144
118 267.76769954699336 -0.002711763194806768 0.0021825508714898587
119 161.8026725746952 4.5852466761050256e-05 0.0017980054077402605
120 242.23204654921875 0.005045923975221142 0.0011095232776440628
121 268.82738997704797 0.0022605328878910827 0.001670394483291802
122 95.40104249155917 -0.004798349768060969 0.002605706897196023
123 33.01557735830303 -0.0022496496455666217 0.0010092640460092057
124 68.3805487625825 0.0046150224598029855 0.0016669983433822884
125 128.1323365878769 0.0014420527543227033 0.0017963373871818867
126 245.40442977674795 -0.004130886553836809 0.0020747912058758458
127 258.21917497690305 0.0015226619531253842 0.002839711232825521
128 2.085639159357211 0.002367739664002266 0.0016926919887319226
129 153.22419077326973 -0.00017208618125512777 0.0016939064037924554
130 125.22330094463369 -0.003444420129574595 0.0024750024962194965
131 66.63234314121908 0.005377454963007696 0.0019044358817796145
132 35.95961020010484 0.0007475476059542428 0.001449209645879964
133 101.28455142108838 -0.004700183484114771 0.001904879032265387
134 282.87291117375577 0.0023918743108623875 0.0012817140407595997
135 96.96087960622657 0.000638140721637427 0.0013527739730124467
136 155.63718652300983 -0.004347422985908447 0.0019967355454789592
137 210.90568766855336 -8.614571855707206e-05 0.0018378508990090957
138 109.0888807137882 -0.0013290429904787998 0.0028296918021362
139 291.5346248162882 -0.003974451447539487 0.0017247877982332661
140 288.7341884826334 0.006609009744997297 0.002161176700556087
141 75.53468874760925 -0.0030517972556183787 0.0022645285758390605
142 149.17455176771563 0.0016998779623777485 0.0010261889131766672
143 90.2634929450309 0.0021474868933407483 0.002327074744033421
144 85.45214831324029 -0.0031989668940394156 0.001356071933739503
145 11.06608420635984 -0.0006639233754871519 0.0029221406349389106
146 182.86930019396905 0.006375428955417157 0.0012973254555062258
147 150.80370696865845 0.0012750232709656953 0.0018292482474540476
148 15.443625374996806 -0.006601232007894426 0.0011706993361572876
149 83.59393927098343 -0.005982623089508159 0.0029937485036918947
150 272.4797657899961 0.0007421098387932132 0.002004390020662485
151 71.86856720009173 -0.003057884633465172 0.0021907700346400875
152 43.46846162736693 -0.006493742921728305 0.001134152954776855
153 146.8358280832689 0.002766773819157771 0.0024999209407983555
154 295.6951362331802 -0.003406005780878744 0.0014198111861911716
155 72.61658145345012 0.008420723328491987 0.0027961085788814274
156 201.64066422176356 -0.00261883534079613 0.0014102792809640144
157 228.48588459861529 0.0038412773318709376 0.0013813754413273332
158 71.2912631977199 -0.005759734726262672 0.0010730993356961897
159 218.46490458355788 0.0059534784274459344 0.0019441338902199986
160 110.33493981577597 0.0017022226879760695 0.002129682266525233
161 189.69174917807385 -0.0004569791616890369 0.0011314172788567047
162 190.0589132282684 0.0032790127897036996 0.0025510552333900213
163 160.73240522242753 0.002787112090403363 0.0019065776694960554
164 27.08693101632249 -0.004774867128238364 0.00204878053865516
165 250.5907486767714 0.007505918911051682 0.0018815254938764564
166 96.23401949152075 0.0031245752865214057 0.001801526121750652
167 55.95555311995627 0.0017797292331899759 0.002119280662616436
168 12.232542466429175 0.00014755537710103763 0.001310480491861425
169 177.26788295647253 -0.004927231047822529 0.0013638562609905422
170 203.26930855268472 -0.0037328764459561422 0.002723571242027035
171 4.976348678356846 0.00046513352425518213 0.0028922309242672656
172 153.6279174897843 -0.005501797271867968 0.0017466186325595058
173 67.94873255938138 0.0004438699930021017 0.0015414893462871075
174 193.55183712283497 -0.00706908603599362 0.0022879990864780315
175 52.309928701497434 0.003850014289921775 0.0018174683421961929
176 207.28132143073978 -0.0036251727152732858 0.0010507727113206898
177 116.02060389016123 0.0013522968613275585 0.0013123051947323808
178 281.01899662102034 0.001125008631605923 0.0024319444576947954
179 41.256283243797974 -0.005853914072456809 0.002317847883820303
180 102.31990531507755 0.001152614160183204 0.001054191985006967
181 34.042056372176724 0.0032140532239953615 0.001443944323865899
182 277.4080854835688 -0.004128363464399222 0.0014621495931761428
183 263.2018060142943 -0.004458802753567304 0.002343785487197457
184 77.38248831454668 -0.0015608249330154055 0.0010394210755087284
185 197.99521381025372 0.00015617080877006228 0.0012082171639691476
186 245.16666006036476 -0.00014131576253754866 0.0025998321707463787
187 166.5602434798387 0.005045755126310196 0.0013570893241086673
188 158.89517350680194 0.0057385042028417965 0.0023054922157037493
189 72.55568727013551 0.008434360755912883 0.001476365562093453
190 27.930830341769763 -0.0015759119464674714 0.0011988827855186903
191 269.16472738599805 -0.0005304308689785882 0.0014863443819989083
192 270.12541714899913 0.0032102211933085836 0.002444533863711318
193 189.93043718198038 0.0016532497878655416 0.002711392936212572
194 101.70893731461021 -0.00589083097330732 0.0026604397291339833
195 104.76287238379827 0.004761808986603368 0.0017943670592369097
196 217.7867036610718 -0.0009884344971548722 0.0023361702731412924
197 269.1330779857731 -0.00554749731247536 0.001409968590831642
198 266.1259272795352 -0.00043965107445182393 0.0015862954605220265
199 233.96266375728715 -0.004663596801662947 0.0027926716370422393
200 192.60949384628634 0.004168277411776855 0.001026003847021472
201 25.24198949851465 -0.0020103649919023187 0.0011710170617089362
202 48.48861422838413 0.008001515810180413 0.0014157725102920547
203 269.56625655812377 -0.0047438837441070095 0.0010530644077476395
204 181.928717897877 0.0021468695893252254 0.0013628708701795946
205 2.7591154849888944 0.0006726476241778567 0.0021660831219393844
206 30.441462859809633 0.0015089252443183606 0.0018428491011849958
207 199.05053073241675 -0.0009015007183294253 0.00278534342215395
208 1.518475153865606 -0.004223449453691714 0.002634887123476882
209 48.2424154252496 0.003384905322838962 0.001683634703395752
210 164.62013680997583 0.0005132066980938158 0.001518846866862585
211 207.568559307808 -0.005062710547829883 0.001759384816334534
212 195.58837785078015 -0.007417453927958721 0.0021805898850296157
213 67.28079283816794 -0.0025211475547378334 0.0015361272816457527
214 213.65376640426075 -0.0036946656574858433 0.0022482978156982683
215 71.17472624904002 -0.004488585018143141 0.0018188233043824808
216 97.61990944778032 -0.0056771396930243466 0.0021040943617039605
217 223.94742153540724 -0.0029405770444114916 0.0018722530582706335
218 194.8898697141644 0.0015702568008826327 0.0015889315190838354
219 254.76702314825337 0.005251774262053978 0.0028969066139243136
220 197.28386769010302 -0.005862458721410457 0.0025272115883195217
221 170.49258100064148 0.006006734996668514 0.0012802263515329052
222 28.102430348427742 0.000520831712671856 0.0027369359517958256
223 110.31474091783005 0.002591055425819822 0.001974862396499027
224 79.56071030451764 -0.00512339405169183 0.002789104453788183
225 73.19689301372507 -0.004969787921189135 0.0025997105118946307
226 291.9031664257337 -0.0026050041730324497 0.001850427008938467
227 117.92931740002813 -0.003496933504877537 0.0010449386166402348
228 267.613966553134 -0.000753483306528858 0.0015373547187698922
229 189.34158779917885 -0.004322967197510635 0.0020832684293217336
230 238.44339106249453 0.003521687524708106 0.0022669564396522943
231 150.79112793155764 0.0034784763019422267 0.0015157753708664044
232 173.07116538790774 -0.001333229962186721 0.0012787121481456483
233 147.75530814565917 -0.003918025576180672 0.0026698604735985983
234 58.57289633941335 0.0060977907919382394 0.002968804361407104
235 216.7356345784516 0.0052064550054848596 0.0020513803646053717
236 84.23170873225673 0.002265642801191816 0.001343358571696607
237 7.294789929436152 -0.005148077648056025 0.0015446146530387378
238 193.64168877215033 -0.005062880317887132 0.0010367813530949336
239 53.13320382211468 -0.006635666898547246 0.002828597613120998
240 282.1375753058743 -0.0009360092510091768 0.0012355021657802824
241 286.1785731007762 0.005393931158275135 0.002153032951028507
242 274.45931706613453 0.008249153005156242 0.001548110441374412
243 111.04761007663332 -0.0012431440676975484 0.0021083560050315867
244 4.6369849586602285 0.005697210911896357 0.0023028407767037287
245 278.4955687763176 0.00562201582436465 0.0026594836074144033
246 128.4552444951943 0.011108419579409312 0.0014128425435212064
247 289.99644571310085 0.002183320374987609 0.001021991657316961
248 289.08599312677586 -0.0015902410814494358 0.0012737712601376145
249 255.90283664020802 -0.00341372803784697 0.00280003728369621
250 88.3346676208757 0.001127675775108305 0.0027477801551250305
251 115.52931858057758 -0.004571878452631477 0.002194826204340617
252 255.34100145505707 -0.005901791573305331 0.0022010337208673066
253 95.0766015468833 -0.0040361813096926845 0.002330073349092511
254 50.847824005827746 0.001007208445350747 0.0013507425572468993
255 167.04037873750505 -0.0027956640137064147 0.0028288238918499197
256 280.8464322482343 0.005694026028106254 0.0018375410497841463
257 208.8089390024919 0.004587464980999486 0.0017662770564989948
258 171.01835102680948 -0.00030404288460342813 0.002037835410565675
259 29.15294813123056 0.0006487719849375849 0.00109393193355011
260 184.50216800975093 0.00515462064132166 0.0013325667375121589
261 297.01615503127897 -0.0019762221135026015 0.0024760672328527408
262 42.02520457095721 0.0034417470392049555 0.001165597335850253
263 155.49889570912103 -0.00392214982373223 0.0022063042189327765
264 263.21192157838664 -0.005162821695810478 0.001490698219362642
265 222.23058532626132 0.0029327731099411765 0.0017785912280839531
266 209.10472229858038 -0.003366696040564707 0.0015773874735413996
267 210.7452251961328 0.0008225694256549644 0.0017113454329298983
268 107.84734536592654 -0.00045467202070150316 0.002438091810368491
269 88.07755327934801 0.005025020794829124 0.0015942434312463502
270 242.80834664355407 3.4723729125226734e-05 0.002132809280593794
271 243.03401840375423 0.0005925952649594455 0.0019521008043981993
272 260.1216955740311 0.0005640750749505347 0.0023273423307252966
273 273.9721657669414 -0.0014109128973550007 0.002873659478649516
274 153.40271965828134 -0.005953097996705715 0.0024651441944205004
275 150.45488840615988 0.0032218894575715795 0.0014298807571815136
276 239.48855369003255 -0.0048997243525824245 0.0010623662701225694
277 194.98917923332954 -0.0014919607628103924 0.0015245280885996502
278 210.590063177311 0.005342105118260023 0.00219015586140051
279 238.7378008308303 0.0035679270570863914 0.0011028516269685007
280 267.00160254526986 -0.0005030687096264155 0.0019927324944024726
281 101.39854705546074 -0.0065633077585967575 0.0021936856978337785
282 112.6748857919832 0.003110595235740974 0.0016684877816339218
283 28.194581952260698 0.004380433707730837 0.002541824407491644
284 173.4840422988522 -0.003991883747463272 0.0012131965062675437
285 10.782682139022626 0.0011994342520040757 0.0011502755634716175
286 139.67940543973805 -0.004027971912919881 0.002456377512407207
287 162.793390412273 0.004525055608601102 0.0019909826324123973
288 85.96237563848533 -0.0039284374302001705 0.002376804792855472
289 177.24997817070323 -0.0024485710503336887 0.0018696546772074924
290 9.150074981714829 -0.003596249390014616 0.0014928040664782137
291 11.204456624764326 -0.0018540738555443373 0.0026382046353483997
292 246.78016819789747 0.0016585654590696997 0.0025988317579379583
293 108.05719242337886 -0.002716213665723676 0.002389392941708854
294 38.11815379556543 -0.001441456542300145 0.0015442902744599255
295 156.6729780164413 0.004375879795559419 0.002180461333738174
296 230.99806592958325 0.0005498251235747871 0.0017219477938800536
297 64.74630824905296 0.0017676669945585546 0.0011831641466532683
298 186.86714274570008 0.0033040341560023412 0.0028346271509244857
299 25.604239498130397 -0.008057322910417712 0.0012736372618379229
